area,lon,lat,num_bed,num_bath,bank,cafe,college,hospital,marketplace,medical_supply,parking,pharmacy,school,supermarket,university,price,point,pointPlus,pointPlus1,newprice
63,106.712402,10.797146,2,2,10,10,2,4,1,4,1,3,10,4,0,58164.58423,20,26700,2570,60734.58423
35,106.692681,10.753682,1,1,4,10,4,1,3,1,2,7,9,4,2,114174.9246,20,22500,2150,116324.9246
95,108.159687,16.078983,2,1,0,10,0,0,0,0,0,4,1,0,0,133563.1193,16,6900,590,134153.1193
83,106.692681,10.753682,1,1,4,10,4,1,3,1,2,7,9,4,2,168031.0211,20,22500,2150,170181.0211
22,106.7767,10.865864,2,2,0,5,0,0,0,0,1,1,1,1,0,36622.14563,20,3900,290,36912.14563
45,105.797579,21.026999,5,5,3,10,0,0,3,0,1,9,10,10,1,254200.7755,20,19500,1850,256050.7755
82,106.630639,10.78515,2,2,7,10,2,1,1,1,0,10,8,1,0,211115.8983,20,20400,1940,213055.8983
44,105.80754,20.994388,5,4,10,10,3,0,4,0,3,10,5,6,5,159414.0457,20,21900,2090,161504.0457
50,105.838452,21.015372,5,4,10,10,0,2,2,2,1,10,8,10,0,301594.1405,20,22800,2180,303774.1405
30,105.700178,20.999249,3,2,0,1,0,0,0,0,0,1,1,1,0,114174.9246,15,1500,50,114224.9246
26,106.63238,10.818161,3,3,2,10,0,1,2,1,2,7,5,6,0,77552.77897,20,14400,1340,78892.77897
36,106.630639,10.78515,2,2,7,10,2,1,1,1,0,10,8,1,0,107712.193,20,20400,1940,109652.193
63,106.739436,10.854675,3,2,0,10,0,0,0,0,1,1,1,0,0,99095.21758,20,6900,590,99685.21758
40,106.688591,10.800964,2,2,10,10,10,2,1,2,0,10,10,4,1,193881.9474,20,29700,2870,196751.9474
55,106.689128,20.836939,3,2,1,10,1,0,1,0,1,4,8,4,5,206807.4106,18,15300,1430,208237.4106
60,106.564656,10.664309,4,3,4,3,0,0,0,0,1,2,3,1,0,33606.20422,15,6900,590,34196.20422
40,105.78229,20.979653,9,7,10,10,1,0,3,0,1,10,10,10,0,155105.5579,20,24300,2330,157435.5579
91,106.589145,10.759282,4,4,2,10,0,0,2,0,0,5,6,9,0,202498.9229,20,14400,1340,203838.9229
40,106.640345,10.875207,2,2,7,10,0,1,3,1,0,10,1,4,0,118483.4123,20,14700,1370,119853.4123
53,106.728364,10.737603,3,2,5,10,0,1,0,1,7,8,9,5,0,137871.6071,20,18000,1700,139571.6071
40,106.642517,10.845108,4,3,7,10,3,0,4,0,0,10,10,5,0,241275.3124,20,24600,2360,243635.3124
60,106.663609,10.745222,4,5,6,10,0,0,2,0,2,7,8,2,0,249892.2878,20,18600,1760,251652.2878
60,105.7985,21.03349,6,4,10,10,1,1,3,1,1,10,10,8,4,224041.3615,20,25200,2420,226461.3615
85,106.711123,10.836373,2,2,0,10,0,0,0,0,0,8,2,4,0,129254.6316,20,7800,680,129934.6316
58,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,323136.5791,15,1500,50,323186.5791
30,106.632929,10.749941,1,1,10,10,2,2,1,2,2,7,10,10,0,120637.6562,20,24900,2390,123027.6562
41,106.683563,10.807094,2,2,6,10,1,2,4,2,0,10,10,9,0,150797.0702,20,24600,2360,153157.0702
47,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,301594.1405,15,1500,50,301644.1405
50,106.670228,10.789877,3,2,8,10,1,2,2,2,0,10,10,9,2,226195.6053,20,24000,2300,228495.6053
80,106.687701,10.81169,5,2,7,10,4,0,4,0,2,10,10,9,0,249030.5903,20,25200,2420,251450.5903
81,106.605745,10.797881,8,7,1,10,0,0,1,0,1,4,0,8,0,301594.1405,20,7500,650,302244.1405
35,105.817719,20.990112,3,3,1,10,0,1,2,1,0,10,10,8,0,115898.3197,20,18300,1730,117628.3197
25,106.678735,10.818685,1,2,10,10,1,5,3,5,1,10,10,8,1,71090.04739,20,28800,2780,73870.04739
88,106.564656,10.664309,4,2,4,3,0,0,0,0,1,2,3,1,0,33606.20422,15,6900,590,34196.20422
50,106.652595,10.781846,6,5,10,10,1,1,4,1,0,10,10,5,1,299439.8966,20,26100,2510,301949.8966
75,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,344679.0177,15,1500,50,344729.0177
54,106.629901,10.85915,5,5,1,10,3,1,0,1,0,6,4,4,3,171477.8113,20,12900,1190,172667.8113
45,106.596951,10.76963,4,3,0,10,0,0,0,0,0,1,2,3,0,107712.193,20,7800,680,108392.193
40,106.629901,10.85915,2,2,1,10,3,1,0,1,0,6,4,4,3,99095.21758,20,12900,1190,100285.2176
49,105.817719,20.990112,3,4,1,10,0,1,2,1,0,10,10,8,0,165876.7773,20,18300,1730,167606.7773
52,106.703991,10.825675,2,2,0,10,2,0,1,0,6,4,4,8,1,176647.9966,20,11700,1070,177717.9966
50,106.661082,10.839881,2,3,10,10,0,0,2,0,2,10,6,10,0,249892.2878,20,19200,1820,251712.2878
75,106.564656,10.664309,4,3,4,3,0,0,0,0,1,2,3,1,0,180956.4843,15,6900,590,181546.4843
83,106.692681,10.753682,3,3,4,10,4,1,3,1,2,7,9,4,2,170185.265,20,22500,2150,172335.265
38,106.692159,10.828284,3,3,8,10,3,0,0,0,1,7,8,4,2,189573.4597,20,19800,1880,191453.4597
42,106.652414,10.847202,1,1,1,10,3,0,1,0,2,10,3,9,0,69797.50108,20,12000,1100,70897.50108
90,106.739436,10.854675,3,2,0,10,0,0,0,0,1,1,1,0,0,81861.2667,20,6900,590,82451.2667
40,106.671028,10.832526,2,2,10,10,0,0,0,0,0,10,10,1,2,127100.3878,20,21000,2000,129100.3878
48,106.630639,10.78515,2,2,7,10,2,1,1,1,0,10,8,1,0,228349.8492,20,20400,1940,230289.8492
38,106.703291,10.755829,1,1,10,10,1,3,4,3,0,10,8,10,1,170185.265,20,26100,2510,172695.265
62,106.685212,10.821189,2,2,10,10,2,3,3,3,2,10,10,6,1,211115.8983,20,27600,2660,213775.8983
70,106.667262,10.838393,3,4,1,10,1,0,2,0,2,10,5,5,0,271434.7264,20,13500,1250,272684.7264
59,106.630639,10.78515,4,3,7,10,2,1,1,1,0,10,8,1,0,258509.2632,20,20400,1940,260449.2632
34,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,60318.82809,15,1500,50,60368.82809
48,106.643525,10.783006,2,2,10,10,0,1,5,1,0,10,10,10,1,224041.3615,20,26400,2540,226581.3615
47,106.627359,10.792073,1,1,8,10,0,1,1,1,1,10,10,6,1,172339.5088,20,21600,2060,174399.5088
37,105.817847,21.07802,5,4,7,10,1,0,2,0,1,10,3,6,0,114174.9246,20,15300,1430,115604.9246
20,106.684714,10.869191,2,2,0,10,0,0,1,0,1,3,0,7,0,67643.25722,20,6900,590,68233.25722
89,106.819337,10.821872,4,4,1,3,0,0,1,0,0,1,0,0,0,189573.4597,20,3300,230,189803.4597
38,106.683563,10.807094,4,4,6,10,1,2,4,2,0,10,10,9,0,241275.3124,20,24600,2360,243635.3124
54,106.692159,10.828284,4,4,8,10,3,0,0,0,1,7,8,4,2,241275.3124,20,19800,1880,243155.3124
35,106.635165,10.745968,2,2,10,10,0,2,1,2,0,10,10,10,0,148642.8264,20,23700,2270,150912.8264
38,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,206807.4106,15,1500,50,206857.4106
26,106.692681,10.753682,2,2,4,10,4,1,3,1,2,7,9,4,2,56872.03791,20,22500,2150,59022.03791
30,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,79707.02283,15,1500,50,79757.02283
45,106.694159,10.816153,4,4,10,10,0,1,3,1,1,10,7,10,1,226195.6053,20,21900,2090,228285.6053
43,105.80754,20.994388,2,1,10,10,3,0,4,0,3,10,5,6,5,142180.0948,20,21900,2090,144270.0948
30,106.615882,10.795695,3,5,0,10,0,0,1,0,1,4,3,2,0,129254.6316,20,9600,860,130114.6316
60,106.681379,10.802447,4,3,10,10,6,1,2,1,0,10,10,9,0,224041.3615,20,27300,2630,226671.3615
38,106.641384,10.748281,3,4,10,10,0,0,8,0,3,10,10,7,0,271434.7264,20,28200,2720,274154.7264
50,106.670023,10.770061,1,1,10,10,4,7,2,7,2,10,10,10,3,35760.44808,20,31500,3050,38810.44808
68,106.692681,10.753682,3,3,4,10,4,1,3,1,2,7,9,4,2,78845.32529,20,22500,2150,80995.32529
40,105.81497,20.983622,3,3,1,10,1,1,5,1,2,10,6,8,0,94786.72986,20,18000,1700,96486.72986
65,106.739436,10.854675,2,1,0,10,0,0,0,0,1,1,1,0,0,114174.9246,20,6900,590,114764.9246
34,105.700178,20.999249,3,4,0,1,0,0,0,0,0,1,1,1,0,142180.0948,15,1500,50,142230.0948
33,105.885956,20.980026,4,3,2,10,0,0,1,0,0,7,1,2,0,85308.05687,20,9000,800,86108.05687
32,106.666517,10.796181,3,4,10,10,0,5,2,5,2,10,10,10,1,271434.7264,20,27300,2630,274064.7264
45,105.819725,21.043683,6,5,10,10,2,0,1,0,1,6,4,5,0,185264.972,20,17700,1670,186934.972
37,106.683381,10.828972,2,2,10,10,4,1,0,1,0,10,10,9,1,155105.5579,20,24300,2330,157435.5579
32,106.656791,10.864549,1,1,1,10,1,0,0,0,2,2,2,3,0,84446.35933,20,9000,800,85246.35933
55,105.819723,21.0146,4,3,10,10,2,1,2,1,1,10,10,10,1,366221.4563,20,24900,2390,368611.4563
25,106.015292,21.038282,2,1,0,2,0,0,0,0,0,0,1,0,1,103403.7053,15,2100,110,103513.7053
34,106.621687,10.740015,3,3,0,10,0,1,4,1,2,8,7,8,1,124946.1439,20,16800,1580,126526.1439
38,105.773355,21.036201,4,4,10,10,7,1,0,1,0,7,10,7,5,224041.3615,20,26100,2510,226551.3615
76,106.700423,10.812368,4,3,10,10,0,1,0,1,5,4,6,10,1,241275.3124,20,18300,1730,243005.3124
42,105.809122,21.055707,3,4,10,10,0,1,0,1,1,6,10,7,1,140025.8509,20,21900,2090,142115.8509
32,105.817719,20.990112,3,4,1,10,0,1,2,1,0,10,10,8,0,116329.1685,20,18300,1730,118059.1685
29,106.597399,10.764623,2,1,0,10,0,0,0,0,0,2,3,5,0,81861.2667,20,8700,770,82631.2667
45,105.824745,20.999468,6,4,10,10,2,1,1,1,0,10,10,10,1,292977.165,20,24000,2300,295277.165
32,106.654743,20.825765,3,2,0,6,0,0,1,0,0,3,3,0,0,159414.0457,18,7200,620,160034.0457
69,106.652414,10.847202,4,5,1,10,3,0,1,0,2,10,3,9,0,249892.2878,20,12000,1100,250992.2878
48,105.851777,20.998577,4,4,10,10,0,0,3,0,2,10,10,10,3,107712.193,20,23700,2270,109982.193
30,105.818783,20.998849,3,4,10,10,4,0,2,0,0,10,10,8,1,96940.97372,20,25200,2420,99360.97372
35,105.831789,21.022711,3,3,10,10,1,3,0,3,1,10,10,10,1,120206.8074,20,24300,2330,122536.8074
75,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,370529.944,15,1500,50,370579.944
20,106.697462,10.798689,2,2,10,10,3,4,3,4,0,10,10,5,1,92632.486,20,29100,2810,95442.486
56,106.718415,10.805059,2,2,10,10,2,0,2,0,1,8,10,3,1,366221.4563,20,24000,2300,368521.4563
50,105.541358,21.105709,4,4,1,3,0,0,1,0,0,2,1,0,0,129254.6316,15,4200,320,129574.6316
40,105.835468,21.005689,4,3,10,10,1,4,5,4,1,10,10,10,0,86169.75442,20,29700,2870,89039.75442
32,106.594354,10.889118,2,2,10,10,5,0,1,0,1,9,8,4,0,36622.14563,15,23100,2210,38832.14563
40,105.813604,21.034554,6,4,10,10,2,1,3,1,0,10,10,10,1,159414.0457,20,25800,2480,161894.0457
40,106.692681,10.753682,2,1,4,10,4,1,3,1,2,7,9,4,2,30159.41405,20,22500,2150,32309.41405
32,105.748382,20.972432,2,2,0,4,0,0,2,0,2,3,4,1,1,47393.36493,20,7800,680,48073.36493
36,106.779751,10.833579,2,1,1,10,0,1,0,1,1,2,6,1,0,114174.9246,20,12900,1190,115364.9246
52,105.794433,21.043912,4,4,10,10,1,0,3,0,0,7,10,8,5,387763.8949,20,24300,2330,390093.8949
35,105.700178,20.999249,4,3,0,1,0,0,0,0,0,1,1,1,0,71090.04739,15,1500,50,71140.04739
70,106.692681,10.753682,2,1,4,10,4,1,3,1,2,7,9,4,2,135717.3632,20,22500,2150,137867.3632
42,105.819723,21.0146,4,3,10,10,2,1,2,1,1,10,10,10,1,193881.9474,20,24900,2390,196271.9474
36,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,264971.9948,15,1500,50,265021.9948
50,106.7431,10.68731,1,1,4,10,0,0,0,0,0,2,3,1,0,64627.31581,15,11100,1010,65637.31581
63,106.655904,10.788661,7,7,10,10,1,7,6,7,0,10,10,6,0,370529.944,20,33300,3230,373759.944
30,106.731358,10.785441,4,3,10,10,0,0,0,0,1,3,1,1,0,129254.6316,20,12900,1190,130444.6316
34,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,90478.24214,15,1500,50,90528.24214
80,106.639632,10.872806,2,1,2,10,0,1,2,1,2,7,0,4,1,77121.9302,20,9900,890,78011.9302
48,106.564656,10.664309,2,2,4,3,0,0,0,0,1,2,3,1,0,37268.41879,15,6900,590,37858.41879
42,106.661109,10.772612,2,2,10,10,0,5,2,5,2,10,10,9,7,155105.5579,20,27300,2630,157735.5579
60,106.665268,10.781981,3,2,10,10,3,2,2,2,2,10,10,10,3,53856.09651,20,26400,2540,56396.09651
64,106.597399,10.764623,4,5,0,10,0,0,0,0,0,2,3,5,0,155105.5579,20,8700,770,155875.5579
38,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,137871.6071,15,1500,50,137921.6071
40,105.806767,21.064315,4,3,10,10,2,4,1,4,1,10,6,6,1,116329.1685,20,23100,2210,118539.1685
96,105.712043,21.101884,5,5,0,2,0,0,0,0,0,0,0,0,0,150797.0702,15,1200,20,150817.0702
38,105.81497,20.983622,3,3,1,10,1,1,5,1,2,10,6,8,0,112020.6807,20,18000,1700,113720.6807
36,106.722136,10.734963,4,3,6,10,1,4,3,4,5,7,8,7,0,150797.0702,20,23700,2270,153067.0702
40,106.629901,10.85915,2,2,1,10,3,1,0,1,0,6,4,4,3,109866.4369,20,12900,1190,111056.4369
42,106.636722,10.778274,2,2,10,10,0,2,5,2,1,10,10,10,0,193881.9474,20,27300,2630,196511.9474
30,105.846275,20.983808,3,3,10,10,1,1,2,1,0,10,10,10,1,122791.9,20,24300,2330,125121.9
62,106.616276,10.766118,4,3,2,10,0,0,3,0,2,7,2,7,0,189573.4597,20,11700,1070,190643.4597
60,106.755167,10.845959,2,1,3,10,1,0,1,0,1,10,3,3,1,150797.0702,20,12000,1100,151897.0702
32,106.665268,10.781981,2,2,10,10,3,2,2,2,2,10,10,10,3,211115.8983,20,26400,2540,213655.8983
52,106.806445,10.786884,4,3,1,3,0,0,0,0,0,0,0,1,0,163722.5334,20,2400,140,163862.5334
30,106.673374,10.769611,3,3,10,10,6,7,8,7,2,10,10,10,2,198190.4352,20,38100,3710,201900.4352
77,106.665175,10.84585,3,2,10,10,2,1,3,1,1,10,10,8,0,219732.8738,20,25800,2480,222212.8738
80,106.687701,10.81169,5,5,7,10,4,0,4,0,2,10,10,9,0,254200.7755,20,25200,2420,256620.7755
40,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,172339.5088,15,1500,50,172389.5088
60,106.670832,10.85278,2,2,0,10,0,0,0,0,0,2,4,0,0,114174.9246,20,9600,860,115034.9246
50,106.677388,10.766555,2,3,10,10,0,1,10,1,2,10,10,10,5,124946.1439,20,30900,2990,127936.1439
30,105.799102,20.997915,3,3,10,10,1,2,0,2,0,7,6,10,2,94786.72986,20,19800,1880,96666.72986
60,106.596951,10.76963,3,3,0,10,0,0,0,0,0,1,2,3,0,172339.5088,20,7800,680,173019.5088
73,106.692681,10.753682,2,2,4,10,4,1,3,1,2,7,9,4,2,102972.8565,20,22500,2150,105122.8565
80,106.609167,10.745275,6,6,3,10,2,4,0,4,4,2,4,2,0,353295.9931,20,16200,1520,354815.9931
80,106.652595,10.781846,5,5,10,10,1,1,4,1,0,10,10,5,1,295131.4089,20,26100,2510,297641.4089
88,106.692681,10.753682,4,4,4,10,4,1,3,1,2,7,9,4,2,215424.386,20,22500,2150,217574.386
42,105.85618,20.995127,3,3,8,10,0,0,1,0,3,10,9,2,2,107712.193,20,19800,1880,109592.193
30,105.846139,20.975862,2,2,2,10,1,0,0,0,0,10,5,4,0,68935.80353,20,12300,1130,70065.80353
26,105.700178,20.999249,2,2,0,1,0,0,0,0,0,1,1,1,0,112020.6807,15,1500,50,112070.6807
30,106.628115,10.737243,2,1,2,10,0,0,0,0,1,9,6,5,0,189573.4597,20,12600,1160,190733.4597
49,105.700178,20.999249,3,4,0,1,0,0,0,0,0,1,1,1,0,129254.6316,15,1500,50,129304.6316
45,105.700178,20.999249,5,4,0,1,0,0,0,0,0,1,1,1,0,163722.5334,15,1500,50,163772.5334
45,106.655904,10.788661,2,2,10,10,1,7,6,7,0,10,10,6,0,110728.1344,20,33300,3230,113958.1344
40,105.834108,21.008452,3,3,10,10,1,5,5,5,1,10,10,10,0,103403.7053,20,30600,2960,106363.7053
80,106.564656,10.664309,3,2,4,3,0,0,0,0,1,2,3,1,0,26712.62387,15,6900,590,27302.62387
45,106.697462,10.798689,2,2,10,10,3,4,3,4,0,10,10,5,1,202498.9229,20,29100,2810,205308.9229
53,106.759697,10.848312,2,2,8,10,3,1,0,1,3,8,10,4,2,116329.1685,20,22500,2150,118479.1685
28,106.656791,10.864549,2,1,1,10,1,0,0,0,2,2,2,3,0,81861.2667,20,9000,800,82661.2667
50,106.671028,10.832526,3,2,10,10,0,0,0,0,0,10,10,1,2,165876.7773,20,21000,2000,167876.7773
67,106.593715,10.78786,4,3,0,10,0,1,2,1,1,3,3,3,0,226195.6053,20,11400,1040,227235.6053
60,106.692681,10.753682,1,1,4,10,4,1,3,1,2,7,9,4,2,22404.13615,20,22500,2150,24554.13615
80,105.845001,21.050393,2,1,5,10,0,2,2,2,0,6,3,0,1,155105.5579,20,15300,1430,156535.5579
40,105.748726,20.982243,5,4,0,7,0,0,2,0,0,4,3,3,0,168031.0211,20,8700,770,168801.0211
52,106.652595,10.781846,4,2,10,10,1,1,4,1,0,10,10,5,1,262817.751,20,26100,2510,265327.751
42,105.787017,21.032339,4,4,10,10,4,0,1,0,2,10,10,5,1,150797.0702,20,24300,2330,153127.0702
77,105.824745,20.999468,4,3,10,10,2,1,1,1,0,10,10,10,1,357604.4808,20,24000,2300,359904.4808
26,106.694228,10.77343,2,3,10,10,2,3,7,3,10,6,10,10,1,180956.4843,20,31200,3020,183976.4843
32,106.597399,10.764623,1,2,0,10,0,0,0,0,0,2,3,5,0,114174.9246,20,8700,770,114944.9246
40,105.81497,20.983622,3,3,1,10,1,1,5,1,2,10,6,8,0,118483.4123,20,18000,1700,120183.4123
35,105.809991,21.009595,4,4,10,10,5,1,3,1,1,10,10,4,0,150797.0702,20,27600,2660,153457.0702
45,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,172339.5088,15,1500,50,172389.5088
78,106.616276,10.766118,5,4,2,10,0,0,3,0,2,7,2,7,0,275743.2141,20,11700,1070,276813.2141
30,106.728364,10.737603,1,2,5,10,0,1,0,1,7,8,9,5,0,66781.55967,20,18000,1700,68481.55967
60,108.21626,16.086827,3,3,1,10,0,0,0,0,1,1,5,0,0,211115.8983,16,11100,1010,212125.8983
48,105.796193,21.023444,4,4,2,10,0,0,1,0,0,8,10,8,0,170185.265,20,17100,1610,171795.265
45,105.792647,21.019835,6,4,10,10,1,0,4,0,2,10,10,7,3,206807.4106,20,25200,2420,209227.4106
58,105.700178,20.999249,2,1,0,1,0,0,0,0,0,1,1,1,0,196251.6157,15,1500,50,196301.6157
40,105.797579,21.026999,4,3,3,10,0,0,3,0,1,9,10,10,1,159414.0457,20,19500,1850,161264.0457
67,106.643578,10.848148,4,4,2,10,0,0,1,0,0,10,10,5,0,271434.7264,20,17100,1610,273044.7264
46,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,176647.9966,15,1500,50,176697.9966
32,105.8578,21.030593,1,2,10,10,0,1,1,1,6,10,10,8,1,77552.77897,20,22800,2180,79732.77897
72,108.208003,16.067881,1,2,10,10,1,0,3,0,0,10,7,9,0,114174.9246,16,21600,2060,116234.9246
52,106.640871,10.794649,5,6,10,10,1,3,8,3,0,10,10,10,0,318828.0913,20,31500,3050,321878.0913
88,106.772378,10.811949,4,4,0,10,2,0,0,0,1,7,9,2,2,301594.1405,20,15300,1430,303024.1405
49,105.67348,21.170924,4,3,1,3,0,0,0,0,0,6,7,2,0,176647.9966,15,8700,770,177417.9966
28,106.673374,10.769611,3,3,10,10,6,7,8,7,2,10,10,10,2,198190.4352,20,38100,3710,201900.4352
35,106.596925,10.856245,1,1,0,10,0,0,1,0,0,6,0,2,0,28005.17019,15,6900,590,28595.17019
44,106.676507,10.840587,3,2,8,10,4,0,9,0,4,10,7,10,1,116329.1685,20,27600,2660,118989.1685
45,105.832332,20.989413,3,4,10,10,1,1,2,1,2,10,8,10,0,118483.4123,20,22500,2150,120633.4123
25,105.831789,21.022711,2,2,10,10,1,3,0,3,1,10,10,10,1,120637.6562,20,24300,2330,122967.6562
30,105.837728,20.966381,3,4,0,6,0,0,2,0,3,7,4,1,0,112020.6807,20,9000,800,112820.6807
90,106.692681,10.753682,4,3,4,10,4,1,3,1,2,7,9,4,2,258509.2632,20,22500,2150,260659.2632
31,105.884368,21.025855,3,3,0,3,0,0,1,0,2,1,4,0,0,75398.53511,20,6300,530,75928.53511
43,105.817847,21.07802,4,4,7,10,1,0,2,0,1,10,3,6,0,284360.1896,20,15300,1430,285790.1896
21,106.692681,10.753682,2,1,4,10,4,1,3,1,2,7,9,4,2,45239.12107,20,22500,2150,47389.12107
45,105.794433,21.043912,6,6,10,10,1,0,3,0,0,7,10,8,5,23696.68246,20,24300,2330,26026.68246
99,106.616276,10.766118,5,3,2,10,0,0,3,0,2,7,2,7,0,129254.6316,20,11700,1070,130324.6316
45,106.746704,10.730583,2,1,0,0,0,0,0,0,1,3,3,0,0,133563.1193,20,2700,170,133733.1193
30,105.817719,20.990112,3,4,1,10,0,1,2,1,0,10,10,8,0,146488.5825,20,18300,1730,148218.5825
20,105.700178,20.999249,3,3,0,1,0,0,0,0,0,1,1,1,0,99095.21758,15,1500,50,99145.21758
56,106.758773,10.779981,4,4,6,10,0,0,2,0,0,4,0,2,1,71090.04739,20,11400,1040,72130.04739
44,106.694159,10.816153,4,4,10,10,0,1,3,1,1,10,7,10,1,256355.0194,20,21900,2090,258445.0194
40,105.851809,20.982065,4,3,9,10,0,0,2,0,2,10,10,8,0,150797.0702,20,22200,2120,152917.0702
40,106.618912,10.746423,4,4,10,10,0,0,1,0,3,8,5,3,0,180956.4843,20,17400,1640,182596.4843
48,105.739777,20.994427,1,1,0,1,0,0,0,0,0,3,1,2,0,114174.9246,20,1500,50,114224.9246
32,105.863234,20.989274,3,4,3,10,1,0,3,0,0,10,7,6,1,131839.7243,20,17400,1640,133479.7243
50,108.212962,16.058119,2,2,10,10,2,2,1,2,2,10,10,5,4,118483.4123,16,24900,2390,120873.4123
22,105.890331,20.979671,2,3,2,9,0,0,0,0,5,7,1,3,0,73244.29125,20,7500,650,73894.29125
30,106.627359,10.792073,2,2,8,10,0,1,1,1,1,10,10,6,1,94786.72986,20,21600,2060,96846.72986
41,106.661109,10.772612,3,3,10,10,0,5,2,5,2,10,10,9,7,224041.3615,20,27300,2630,226671.3615
63,105.851432,20.980033,6,4,9,10,1,0,2,0,2,10,10,6,0,310211.1159,20,22800,2180,312391.1159
45,105.807332,21.006442,4,3,10,10,3,1,0,1,1,10,10,5,0,150797.0702,20,23700,2270,153067.0702
31,106.699311,10.798755,3,3,10,10,3,4,4,4,0,10,10,4,1,98233.52003,20,30000,2900,101133.52
56,106.655904,10.788661,3,3,10,10,1,7,6,7,0,10,10,6,0,300732.4429,20,33300,3230,303962.4429
41,106.680948,10.80603,4,4,10,10,2,0,1,0,1,9,10,10,0,357604.4808,20,23100,2210,359814.4808
23,106.627359,10.792073,1,1,8,10,0,1,1,1,1,10,10,6,1,92632.486,20,21600,2060,94692.486
96,106.618912,10.746423,10,7,10,10,0,0,1,0,3,8,5,3,0,292977.165,20,17400,1640,294617.165
50,105.814674,20.99288,4,3,3,10,1,0,2,0,0,10,10,9,1,150797.0702,20,19200,1820,152617.0702
64,105.830722,21.059088,5,3,10,10,0,1,0,1,5,3,3,8,0,133563.1193,20,15600,1460,135023.1193
34,105.85548,21.009572,4,4,10,10,1,2,10,2,0,10,10,7,1,152951.3141,20,32400,3140,156091.3141
55,106.692159,10.828284,2,2,8,10,3,0,0,0,1,7,8,4,2,81430.41792,20,19800,1880,83310.41792
65,106.606517,10.756853,4,5,1,10,1,1,1,1,0,10,5,4,0,323136.5791,20,13500,1250,324386.5791
30,106.61724,10.875876,1,1,0,10,0,0,0,0,0,3,1,3,0,25204.65317,15,6900,590,25794.65317
64,105.832214,21.063055,5,5,10,10,0,1,1,1,3,10,5,10,0,189573.4597,20,18300,1730,191303.4597
26,106.738134,10.701666,2,2,6,10,0,0,1,0,1,6,3,3,0,65489.01336,15,13200,1220,66709.01336
37,105.817719,20.990112,4,3,1,10,0,1,2,1,0,10,10,8,0,112020.6807,20,18300,1730,113750.6807
82,106.619687,10.889877,4,2,0,10,0,0,0,0,0,5,0,2,0,150797.0702,15,6000,500,151297.0702
86,106.772378,10.811949,3,2,0,10,2,0,0,0,1,7,9,2,2,310211.1159,20,15300,1430,311641.1159
40,105.851432,20.980033,5,4,9,10,1,0,2,0,2,10,10,6,0,206807.4106,20,22800,2180,208987.4106
38,105.817719,20.990112,4,3,1,10,0,1,2,1,0,10,10,8,0,112020.6807,20,18300,1730,113750.6807
88,106.692681,10.753682,2,2,4,10,4,1,3,1,2,7,9,4,2,157259.8018,20,22500,2150,159409.8018
36,106.646576,10.782263,4,3,10,10,0,0,7,0,0,10,9,8,1,163722.5334,20,26400,2540,166262.5334
86,106.753822,10.861426,3,2,0,10,0,0,0,0,0,2,3,2,1,198190.4352,20,8700,770,198960.4352
60,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,288668.6773,15,1500,50,288718.6773
40,105.700178,20.999249,4,4,0,1,0,0,0,0,0,1,1,1,0,170185.265,15,1500,50,170235.265
40,106.740009,10.686322,4,3,3,10,0,0,0,0,0,1,3,0,0,99956.91512,15,10500,950,100906.9151
30,105.673952,21.060425,3,3,1,2,0,0,1,0,0,3,0,0,0,120637.6562,15,2700,170,120807.6562
53,105.700178,20.999249,2,3,0,1,0,0,0,0,0,1,1,1,0,219732.8738,15,1500,50,219782.8738
30,105.789336,20.981655,6,4,10,10,3,4,0,4,1,10,10,10,6,114174.9246,20,26400,2540,116714.9246
68,106.657173,10.737535,4,4,10,10,1,2,2,2,0,10,6,10,0,208961.6545,20,21600,2060,211021.6545
50,106.692681,10.753682,2,2,4,10,4,1,3,1,2,7,9,4,2,135717.3632,20,22500,2150,137867.3632
30,106.692681,10.753682,3,3,4,10,4,1,3,1,2,7,9,4,2,258509.2632,20,22500,2150,260659.2632
34,105.834528,21.062295,5,3,10,10,0,1,0,1,3,10,5,9,1,122791.9,20,17400,1640,124431.9
64,105.712043,21.101884,5,5,0,2,0,0,0,0,0,0,0,0,0,155105.5579,15,1200,20,155125.5579
35,105.700178,20.999249,1,1,0,1,0,0,0,0,0,1,1,1,0,92201.63723,15,1500,50,92251.63723
